key,match_id,season,block,cutoff,date,home_key,away_key,e_home,e_away,e_min,thin_at,treated,incumbent_widened,p_home_B,p_draw_B,p_away_B,p_home_A,p_draw_A,p_away_A,p_home_corpus,p_draw_corpus,p_away_corpus,y,rps_B,rps_A,delta,delta_vs_corpus,max_abs_dp_vs_corpus
2021-11-01|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,07d9e8ab5e51bcd8,2021/22,2021/22|2021W44,2021-11-01,2021-11-06,brentford,norwich,9.2724356,21.18756108,9.2724356,10;12,True,False,0.66504017,0.22256121,0.11239861,0.6079485,0.25628786,0.13576364,0.66504017,0.22256121,0.11239861,2,0.6150573187457666,0.5582529322991499,-0.056804386446616784,-0.056804386446616784,0.0
2021-11-20|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,7df199da3a820358,2021/22,2021/22|2021W46,2021-11-20,2021-11-20,newcastle,brentford,51.13695667,9.91759869,9.91759869,10;12,True,False,0.38142314,0.27291004,0.34566682,0.37493263,0.27997887,0.34508849,0.38142314,0.27291004,0.34566682,1,0.13248458108818598,0.12983027493548346,-0.0026543061527025125,-0.0026543061527025125,0.0
2022-08-05|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,3a79b219bf50657f,2022/23,2022/23|2022W31,2022-08-05,2022-08-06,newcastle,nottm_forest,51.13927191,0.0,0.0,1;3;5;8;10;12,False,True,0.50595758,0.25131754,0.24272489,0.50595758,0.25131754,0.24272489,0.50595758,0.25131754,0.24272489,0,0.1514966400652354,0.1514966400652354,0.0,0.0,0.0
2022-08-13|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,0a381b51cf4254e6,2022/23,2022/23|2022W32,2022-08-13,2022-08-14,nottm_forest,west_ham,0.98679473,51.94841517,0.98679473,1;3;5;8;10;12,False,True,0.20362688,0.23904052,0.5573326,0.20362688,0.23904052,0.5573326,0.20362688,0.23904052,0.5573326,0,0.4724148866406471,0.4724148866406471,0.0,0.0,0.0
2022-08-15|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,44ae4ed318188a4f,2022/23,2022/23|2022W33,2022-08-15,2022-08-20,everton,nottm_forest,53.32449231,1.9811567,1.9811567,3;5;8;10;12,False,True,0.43520088,0.29442911,0.27037002,0.43520088,0.29442911,0.27037002,0.43520088,0.29442911,0.27037002,1,0.13124987413008724,0.13124987413008724,0.0,0.0,0.0
2022-08-22|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,33672bdc95077ba4,2022/23,2022/23|2022W34,2022-08-22,2022-08-28,nottm_forest,tottenham,2.95120413,53.48833703,2.95120413,3;5;8;10;12,False,True,0.17434493,0.25011746,0.5755376,0.17434493,0.25011746,0.5755376,0.17434493,0.25011746,0.5755376,2,0.1052822375706085,0.1052822375706085,0.0,0.0,0.0
2022-08-30|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,8a843729e88b17c9,2022/23,2022/23|2022W35,2022-08-30,2022-08-31,man_city,nottm_forest,53.37119361,3.90291664,3.90291664,5;8;10;12,False,True,0.80404549,0.14233254,0.05362197,0.80404549,0.14233254,0.05362197,0.80404549,0.14233254,0.05362197,0,0.020636742828010497,0.020636742828010497,0.0,0.0,0.0
2022-08-30|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,8b041f2391fac8eb,2022/23,2022/23|2022W35,2022-08-30,2022-09-03,nottm_forest,bournemouth,3.90291664,15.90066535,3.90291664,5;8;10;12,False,True,0.40791319,0.28726416,0.30482265,0.40791319,0.28726416,0.30482265,0.40791319,0.28726416,0.30482265,2,0.32483235926449927,0.32483235926449927,0.0,0.0,0.0
2022-09-16|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,26769958f2be2265,2022/23,2022/23|2022W37,2022-09-16,2022-09-16,nottm_forest,fulham,5.72461597,20.86238024,5.72461597,8;10;12,True,False,0.26258246,0.28098248,0.45643506,0.27280743,0.292064,0.43512857,0.26258246,0.28098248,0.45643506,2,0.1822061961484276,0.19675181314672488,0.01454561699829729,0.01454561699829729,0.0
2022-10-03|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,990f10007a917481,2022/23,2022/23|2022W40,2022-10-03,2022-10-03,leicester,nottm_forest,53.2380706,6.51098826,6.51098826,8;10;12,True,False,0.74430237,0.15202362,0.10367401,0.68473647,0.17587394,0.13938959,0.74430237,0.15202362,0.10367401,0,0.0380647891685485,0.05941027557421448,0.021345486405665977,0.021345486405665977,0.0
2022-10-10|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,0752f7d629029514,2022/23,2022/23|2022W41,2022-10-10,2022-10-15,wolves,nottm_forest,51.54571668,7.41180364,7.41180364,8;10;12,True,False,0.62672106,0.23923984,0.1340391,0.57538299,0.26640156,0.15821545,0.62672106,0.23923984,0.1340391,0,0.07865182368816677,0.10266586690002126,0.02401404321185449,0.02401404321185449,0.0
2022-10-10|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,497fa078f096aa93,2022/23,2022/23|2022W41,2022-10-10,2022-10-10,nottm_forest,aston_villa,7.41180364,48.63524129,7.41180364,8;10;12,True,False,0.17151305,0.23194307,0.59654388,0.1972589,0.24994583,0.55279526,0.17151305,0.23194307,0.59654388,1,0.19264066354287848,0.17224684208179147,-0.02039382146108701,-0.02039382146108701,0.0
2022-10-18|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,74cc9df92ac17cd4,2022/23,2022/23|2022W42,2022-10-18,2022-10-18,brighton,nottm_forest,52.2091474,9.27929422,9.27929422,10;12,True,False,0.71179404,0.19417954,0.09402642,0.64911964,0.22854956,0.1223308,0.71179404,0.19417954,0.09402642,1,0.257745861518769,0.21816056583118482,-0.03958529568758418,-0.03958529568758418,0.0
2022-10-18|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,d47f2fdc323b1dbc,2022/23,2022/23|2022W42,2022-10-18,2022-10-22,nottm_forest,liverpool,9.27929422,53.42341634,9.27929422,10;12,True,False,0.03038097,0.085664,0.88395503,0.05733332,0.13082116,0.81184551,0.03038097,0.085664,0.88395503,0,0.860768779200221,0.7738568089631463,-0.08691197023707464,-0.08691197023707464,0.0
2023-08-11|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,58a574d4ea6a2664,2023/24,2023/24|2023W32,2023-08-11,2023-08-12,brighton,luton,51.02350171,0.0,0.0,1;3;5;8;10;12,False,True,0.61547312,0.21453708,0.16998981,0.61547312,0.21453708,0.16998981,0.61547312,0.21453708,0.16998981,0,0.0883787267732872,0.0883787267732872,0.0,0.0,0.0
2023-08-11|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,7c48f786efc14916,2023/24,2023/24|2023W32,2023-08-11,2023-08-12,sheffield_united,crystal_palace,9.844293,51.3465247,9.844293,10;12,True,False,0.29264078,0.30151958,0.40583964,0.29395111,0.31746416,0.38858473,0.29264078,0.30151958,0.40583964,2,0.21933257975716905,0.23011794372970248,0.010785363972533435,0.010785363972533435,0.0
2023-08-21|20260611|9f2e086d39ae4b855ba21604367109e8e9ce00f96010c5ec65c380d317986abc,941a46d8e81f60dd,2023/24,2023/24|2023W34,2023-08-21,2023-08-25,chelsea,luton,52.44849278,0.98305393,0.98305393,1;3;5;8;10;12,False,True,0.66530247,0.19846213,0.1362354,0.66530247,0.19846213,0.1362354,0.66530247,0.19846213,0.1362354,0,0.06529126040063046,0.06529126040063046,0.0,0.0,0.0
